timestamp,volume(USD),close index
1596547800,4016520000,10941.16992
1596634200,4160740000,10998.40039
1596720600,4120000000,11108.07031
1596807000,4263930000,11010.98047
1597066200,4048420000,10968.36035
1597152600,4331770000,10782.82031
1597239000,3745230000,11012.24023
1597325400,3480470000,11042.5
1597411800,3514260000,11019.2998
1597671000,3214870000,11129.73047
1597757400,3228590000,11210.83984
1597843800,3496480000,11146.45996
1597930200,4215130000,11264.9502
1598016600,3929290000,11311.7998
1598275800,3907310000,11379.71973
1598362200,3475280000,11466.46973
1598448600,3471520000,11665.05957
1598535000,3547400000,11625.33984
1598621400,3012980000,11695.62988
1598880600,3612050000,11775.45996
1598967000,3511060000,11939.66992
1599053400,3982360000,12056.44043
1599139800,4465010000,11458.09961
1599226200,4284440000,11313.12988
1599571800,3905420000,10847.69043
1599658200,3550660000,11141.55957
1599744600,3840010000,10919.58984
1599831000,3630250000,10853.5498
1600090200,3737610000,11056.65039
1600176600,3786110000,11190.32031
1600263000,3678020000,11050.46973
1600349400,3740110000,10910.28027
1600435800,5759090000,10793.28027
1600695000,3900970000,10778.7998
1600781400,3515440000,10963.63965
1600867800,4097320000,10632.99023
1600954200,4086360000,10672.26953
1601040600,3785270000,10913.55957
1601299800,3591740000,11117.53027
1601386200,3389040000,11085.25
1601472600,4260630000,11167.50977
1601559000,4005900000,11326.50977
1601645400,3731510000,11075.01953
1601904600,3623920000,11332.49023
1601991000,4390960000,11154.59961
1602077400,3910770000,11364.59961
1602163800,3507570000,11420.98047
1602250200,3504230000,11579.94043
1602509400,3885030000,11876.25977
1602595800,3634130000,11863.90039
1602682200,3410410000,11768.73047
1602768600,3325270000,11713.87012
1602855000,3166980000,11671.55957
1603114200,3477410000,11478.87988
1603200600,3510040000,11516.49023
1603287000,3467310000,11484.69043
1603373400,3434040000,11506.00977
1603459800,3145570000,11548.28027
1603719000,3205100000,11358.94043
1603805400,3104770000,11431.34961
1603891800,3930690000,11004.87012
1603978200,3244190000,11185.58984
1604064600,3671600000,10911.58984
1604327400,3209000000,10957.61035
1604413800,3216580000,11160.57031
1604500200,3620760000,11590.78027
1604586600,3848160000,11890.92969
1604673000,4183220000,11895.23047
1604932200,5863900000,11713.78027
1605018600,4736560000,11553.86035
1605105000,3854680000,11786.42969
1605191400,3886670000,11709.58984
1605277800,3654230000,11829.29004
1605537000,4172570000,11924.12988
1605623400,4145030000,11899.33984
1605709800,4731420000,11801.59961
1605796200,5385190000,11904.70996
1605882600,5350970000,11854.96973
1606141800,5473250000,11880.62988
1606228200,6339580000,12036.79004
1606314600,4448640000,12094.40039
1606487400,3401830000,12205.84961
1606746600,7760390000,12198.74023
1606833000,6512420000,12355.11035
1606919400,5194960000,12349.37012
1607005800,5209980000,12377.17969
1607092200,5086900000,12464.23047
1607351400,4771820000,12519.9502
1607437800,4809480000,12582.76953
1607524200,5168450000,12338.9502
1607610600,4518580000,12405.80957
1607697000,4292680000,12377.87012
1607956200,4491930000,12440.04004
1608042600,4423650000,12595.05957
1608129000,4592700000,12658.19043
1608215400,5029830000,12764.75
1608301800,7125800000,12755.63965
1608561000,5192860000,12742.51953
1608647400,5811850000,12807.91992
1608733800,7100250000,12771.11035
1608820200,3305960000,12804.73047
1609165800,5109140000,12899.41992
1609252200,4726920000,12850.21973
1609338600,5343010000,12870
1609425000,4815840000,12888.28027
1609770600,6636170000,12698.4502
1609857000,6971860000,12818.95996
1609943400,7689880000,12740.79004
1610029800,6841480000,13067.48047
1610116200,7289390000,13201.98047
1610375400,6960470000,13036.42969
1610461800,7264070000,13072.42969
1610548200,7104810000,13128.9502
1610634600,6734100000,13112.63965
1610721000,6458360000,12998.5
1611066600,6297860000,13197.17969
1611153000,6820990000,13457.25
1611239400,7258640000,13530.91016
1611325800,5972750000,13543.05957
1611585000,7193710000,13635.99023
1611671400,6849600000,13626.05957
1611757800,11621190000,13270.59961
1611844200,9959270000,13337.16016
1611930600,7872250000,13070.69043
1612189800,7092520000,13403.38965
1612276200,7325270000,13612.78027
1612362600,7546940000,13610.54004
1612449000,7295370000,13777.74023
1612535400,6792910000,13856.2998
1612794600,8564530000,13987.63965
1612881000,8766770000,14007.7002
1612967400,10785930000,13972.53027
1613053800,10916780000,14025.76953
1613140200,7416940000,14095.46973
1613485800,7722100000,14047.5
1613572200,7280500000,13965.49023
1613658600,6499420000,13865.36035
1613745000,6737820000,13874.45996
1614004200,6483740000,13533.0498
1614090600,7516510000,13465.2002
1614177000,5886230000,13597.96973
1614263400,6390380000,13119.42969
1614349800,5906110000,13192.34961
1614609000,5079530000,13588.83008
1614695400,4948140000,13358.79004
1614781800,5529980000,12997.75
1614868200,7864380000,12723.46973
1614954600,7725200000,12920.15039
1615213800,6010230000,12609.16016
1615300200,6345560000,13073.82031
1615386600,6023880000,13068.83008
1615473000,6008850000,13398.66992
1615559400,5497210000,13319.86035
1615815000,5972370000,13459.70996
1615901400,5493890000,13471.57031
1615987800,5536110000,13525.2002
1616074200,5739720000,13116.16992
1616160600,7630590000,13215.24023
1616419800,5321760000,13377.54004
1616506200,5675010000,13227.7002
1616592600,6248650000,12961.88965
1616679000,5634290000,12977.67969
1616765400,5224360000,13138.73047
1617024600,4965090000,13059.65039
1617111000,4721950000,13045.38965
1617197400,5004720000,13246.87012
1617283800,4576480000,13480.11035
1617629400,4459000000,13705.58984
1617715800,4073710000,13698.37988
1617802200,4098740000,13688.83984
1617888600,4153600000,13829.30957
1617975000,3926110000,13900.19043
1618234200,4250900000,13850
1618320600,4219360000,13996.09961
1618407000,4120770000,13857.83984
1618493400,4406880000,14038.75977
1618579800,4427780000,14052.33984
1618839000,4379610000,13914.76953
1618925400,4245120000,13786.26953
1619011800,3999620000,13950.21973
1619098200,4420820000,13818.41016
1619184600,4355100000,14016.80957
1619443800,4506210000,14138.78027
1619530200,4691460000,14090.21973
1619616600,4559710000,14051.03027
1619703000,4928030000,14082.5498
1619789400,4792460000,13962.67969
1620048600,4761430000,13895.12012
1620135000,5879730000,13633.5
1620221400,4535690000,13582.41992
1620307800,5021400000,13632.83984
1620394200,4391100000,13752.24023
1620653400,4818670000,13401.86035
1620739800,4738390000,13389.42969
1620826200,4752930000,13031.67969
1620912600,4698110000,13124.99023
1620999000,4022610000,13429.98047
1621258200,3997780000,13379.0498
1621344600,4301300000,13303.63965
1621431000,4333520000,13299.74023
1621517400,3990760000,13535.74023
1621603800,3733940000,13470.99023
1621863000,3509470000,13661.16992
1621949400,4128990000,13657.16992
1622035800,4264500000,13738
1622122200,5087180000,13736.28027
1622208600,4447940000,13748.74023
1622554200,4186280000,13736.48047
1622640600,5097630000,13756.33008
1622727000,5396250000,13614.50977
1622813400,4360710000,13814.49023
1623072600,4639210000,13881.71973
1623159000,5958410000,13924.91016
1623245400,5640490000,13911.75
1623331800,4919880000,14020.33008
1623418200,4157580000,14069.41992
1623677400,4415160000,14174.13965
1623763800,4554580000,14072.86035
1623850200,4683030000,14039.67969
1623936600,4558280000,14161.34961
1624023000,6126070000,14030.37988
1624282200,4562010000,14141.48047
1624368600,4433140000,14253.26953
1624455000,4417470000,14271.73047
1624541400,4324620000,14369.70996
1624627800,7468090000,14360.38965
1624887000,4283000000,14500.50977
1624973400,4901300000,14528.33008
1625059800,5293810000,14503.9502
1625146200,4410470000,14522.37988
1625232600,3751420000,14639.33008
1625578200,4489540000,14663.63965
1625664600,4605630000,14665.05957
1625751000,4575010000,14559.78027
1625837400,3826500000,14701.91992
1626096600,3897090000,14733.24023
1626183000,4583460000,14677.65039
1626269400,4496220000,14644.9502
1626355800,4512550000,14543.12988
1626442200,4069530000,14427.24023
1626701400,4537130000,14274.98047
1626787800,4652450000,14498.87988
1626874200,4098520000,14631.9502
1626960600,3597540000,14684.59961
1627047000,3997250000,14836.99023
1627306200,4437090000,14840.70996
1627392600,4329230000,14660.58008
1627479000,4268210000,14762.58008
1627565400,3928640000,14778.25977
1627651800,3645050000,14672.67969
1627911000,3746130000,14681.07031
1627997400,4141370000,14761.29004
1628083800,4337330000,14780.53027
1628170200,4107300000,14895.12012
1628256600,4173090000,14835.75977
1628515800,4111640000,14860.17969
1628602200,3991770000,14788.08984
1628688600,4002340000,14765.13965
1628775000,4049000000,14816.25977
1628861400,4061070000,14822.90039
1629120600,3973920000,14793.75977
1629207000,4168880000,14656.17969
1629293400,3841840000,14525.91016
1629379800,4191490000,14541.79004
1629466200,3886340000,14714.66016
1629725400,3906780000,14942.65039
1629811800,3809750000,15019.7998
1629898200,3654150000,15041.86035
1629984600,3630900000,14945.80957
1630071000,4048610000,15129.5
1630330200,4061760000,15265.88965
1630416600,4188020000,15259.24023
1630503000,4271690000,15309.37988
1630589400,4050510000,15331.17969
1630675800,3706990000,15363.51953
1631021400,4014250000,15374.33008
1631107800,4131560000,15286.63965
1631194200,4031140000,15248.25
1631280600,4587150000,15115.49023
1631539800,4723370000,15105.58008
1631626200,4593140000,15037.75977
1631712600,4465140000,15161.53027
1631799000,3701500000,15181.91992
1631885400,6709540000,15043.96973
1632144600,4879490000,14713.90039
1632231000,4083010000,14746.40039
1632317400,4252490000,14896.84961
1632403800,4196130000,15052.24023
1632490200,3992150000,15047.7002
1632749400,4650790000,14969.96973
1632835800,4989510000,14546.67969
1632922200,5294600000,14512.44043
1633008600,5950950000,14448.58008
1633095000,4710720000,14566.7002
1633354200,4557110000,14255.48047
1633440600,4176390000,14433.83008
1633527000,4465910000,14501.91016
1633613400,3984180000,14654.01953
1633699800,3571380000,14579.54004
1633959000,3539540000,14486.2002
1634045400,4063830000,14465.91992
1634131800,4053580000,14571.63965
1634218200,4262400000,14823.42969
1634304600,4494440000,14897.33984
1634563800,4167740000,15021.80957
1634650200,4483400000,15129.08984
1634736600,4117050000,15121.67969
1634823000,4961860000,15215.7002
1634909400,5775770000,15090.2002
1635168600,5750200000,15226.70996
1635255000,7173230000,15235.70996
1635341400,6130110000,15235.83984
1635427800,5714890000,15448.12012
1635514200,5338290000,15498.38965
1635773400,5273950000,15595.91992
1635859800,5129370000,15649.59961
1635946200,5325110000,15811.58008
1636032600,5297250000,15940.30957
1636119000,5566400000,15971.58984
1636381800,5723650000,15982.36035
1636468200,5574660000,15886.54004
1636554600,5369110000,15622.70996
1636641000,4570460000,15704.28027
1636727400,5446540000,15860.95996
1636986600,5020180000,15853.84961
1637073000,5533020000,15973.86035
1637159400,5049320000,15921.57031
1637245800,5391360000,15993.70996
1637332200,4875310000,16057.44043
1637591400,5567830000,15854.75977
1637677800,5434380000,15775.13965
1637764200,4197090000,15845.23047
1637937000,3502170000,15491.66016
1638196200,4836230000,15782.83008
1638282600,6631470000,15537.69043
1638369000,6320260000,15254.0498
1638455400,5418340000,15381.32031
1638541800,5900290000,15085.46973
1638801000,5115230000,15225.15039
1638887400,5116490000,15686.91992
1638973800,4615390000,15786.99023
1639060200,4515600000,15517.37012
1639146600,4426210000,15630.59961
1639405800,4573920000,15413.28027
1639492200,4865990000,15237.63965
1639578600,5343920000,15565.58008
1639665000,4906480000,15180.42969
1639751400,7668770000,15169.67969
1640010600,4602640000,14980.94043
1640097000,4581720000,15341.08984
1640183400,4107900000,15521.88965
1640269800,3935010000,15653.37012
1640615400,3743920000,15871.25977
1640701800,3648500000,15781.71973
1640788200,3714380000,15766.21973
1640874600,3750920000,15741.55957
1640961000,3392580000,15644.96973
1641220200,4429960000,15832.7998
1641306600,5131110000,15622.71973
1641393000,5031850000,15100.16992
1641479400,4790820000,15080.86035
1641565800,4238070000,14935.90039
1641825000,5317180000,14942.83008
1641911400,4390710000,15153.4502
1641997800,4338530000,15188.38965
1642084200,4302020000,14806.80957
1642170600,4374020000,14893.75
1642516200,5060790000,14506.90039
1642602600,4665340000,14340.25977
1642689000,5102050000,14154.01953
1642775400,5870830000,13768.91992
1643034600,6998770000,13855.12988
1643121000,5019380000,13539.29004
1643207400,5771140000,13542.12012
1643293800,5177380000,13352.78027
1643380200,4971930000,13770.57031
1643639400,5124940000,14239.87988
1643725800,4671850000,14346
1643812200,4673140000,14417.5498
1643898600,4326300000,13878.82031
1643985000,4121340000,14098.00977
1644244200,4268730000,14015.66992
1644330600,4293770000,14194.4502
1644417000,4729730000,14490.37012
1644503400,5212510000,14185.63965
1644589800,5237320000,13791.15039
1644849000,4347350000,13790.91992
1644935400,4416840000,14139.75977
1645021800,4238560000,14124.08984
1645108200,4278370000,13716.71973
1645194600,4501940000,13548.07031
1645540200,4849170000,13381.51953
1645626600,4639330000,13037.49023
1645713000,6180200000,13473.58984
1645799400,4628720000,13694.62012
1646058600,5928130000,13751.40039
1646145000,6131350000,13532.45996
1646231400,5246390000,13752.01953
1646317800,5092580000,13537.94043
1646404200,5343900000,13313.44043
1646663400,6195370000,12830.95996
1646749800,6683960000,12795.5498
1646836200,5396550000,13255.5498
1646922600,5071250000,13129.95996
1647009000,5288210000,12843.80957
1647264600,5876710000,12581.21973
1647351000,5440100000,12948.62012
1647437400,6552210000,13436.5498
1647523800,5612090000,13614.78027
1647610200,8149290000,13893.83984
1647869400,5673940000,13838.45996
1647955800,5445100000,14108.82031
1648042200,5024230000,13922.59961
1648128600,5149520000,14191.83984
1648215000,5585100000,14169.2998
1648474200,5129500000,14354.90039
1648560600,6060890000,14619.63965
1648647000,5479200000,14442.26953
1648733400,5453890000,14220.51953
1648819800,5002790000,14261.5
1649079000,4630100000,14532.5498
1649165400,4727710000,14204.16992
1649251800,5360420000,13888.82031
1649338200,4856090000,13897.2998
1649424600,4574080000,13711
1649683800,4946680000,13411.95996
1649770200,4991720000,13371.57031
1649856600,4909720000,13643.58984
1649943000,4642240000,13351.08008
1650288600,4365230000,13332.36035
1650375000,4562840000,13619.66016
1650461400,4678930000,13453.07031
1650547800,5233110000,13174.65039
1650634200,4475090000,12839.29004
1650893400,4845160000,13004.84961
1650979800,5168160000,12490.74023
1651066200,4810720000,12488.92969
1651152600,5067150000,12871.53027
1651239000,4733070000,12334.63965
1651498200,4918240000,12536.01953
1651584600,4547280000,12563.75977
1651671000,5498050000,12964.86035
1651757400,5308920000,12317.69043
1651843800,5324480000,12144.66016
1652103000,5939140000,11623.25
1652189400,6218260000,11737.66992
1652275800,6152370000,11364.24023
1652362200,6679470000,11370.95996
1652448600,5894020000,11805
1652707800,4930250000,11662.79004
1652794200,5093960000,11984.51953
1652880600,5064120000,11418.15039
1652967000,5154410000,11388.5
1653053400,5434370000,11354.62012
1653312600,4552200000,11535.26953
1653399000,4724430000,11264.4502
1653485400,4519690000,11434.74023
1653571800,4672620000,11740.65039
1653658200,4793900000,12131.12988
1654003800,6045500000,12081.38965
1654090200,4719900000,11994.45996
1654176600,4445840000,12316.90039
1654263000,4130040000,12012.73047
1654522200,4647010000,12061.37012
1654608600,4411240000,12175.23047
1654695000,4708980000,12086.26953
1654781400,5408460000,11754.23047
1654867800,5152020000,11340.01953
1655127000,5937320000,10809.23047
1655213400,4819890000,10828.34961
1655299800,5368500000,11099.15039
1655386200,5696630000,10646.09961
1655472600,7452830000,10798.34961
1655818200,5226260000,11069.2998
1655904600,5238180000,11053.08008
1655991000,5258200000,11232.19043
1656077400,9468130000,11607.62012
1656336600,5047860000,11524.5498
1656423000,5433220000,11181.54004
1656509400,5650860000,11177.88965
1656595800,5654520000,11028.74023
1656682200,4865730000,11127.84961
1657027800,5053570000,11322.24023
1657114200,4851170000,11361.84961
1657200600,4685050000,11621.34961
1657287000,4526570000,11635.30957
1657546200,4362910000,11372.59961
1657632600,4317860000,11264.73047
1657719000,4433060000,11247.58008
1657805400,4481070000,11251.19043
1657891800,4369060000,11452.41992
1658151000,5057920000,11360.0498
1658237400,5302740000,11713.15039
1658323800,5467080000,11897.65039
1658410200,4680930000,12059.61035
1658496600,4721880000,11834.11035
1658755800,4346520000,11782.66992
1658842200,4349760000,11562.57031
1658928600,4588480000,12032.41992
1659015000,4924950000,12162.58984
1659101400,4907410000,12390.69043
1659360600,4396390000,12368.98047
1659447000,4792140000,12348.75977
1659533400,5667990000,12668.16016
1659619800,5451470000,12720.58008
1659706200,4911300000,12657.5498
1659965400,5238600000,12644.45996
1660051800,5307340000,12493.92969
1660138200,5196210000,12854.7998
1660224600,5815960000,12779.91016
1660311000,4782610000,13047.19043
1660570200,4476040000,13128.0498
1660656600,5028410000,13102.5498
1660743000,5229520000,12938.12012
1660829400,4724350000,12965.33984
1660915800,4628170000,12705.21973
1661175000,4270980000,12381.57031
1661261400,3836180000,12381.2998
1661347800,3917170000,12431.53027
1661434200,4323470000,12639.26953
1661520600,4530000000,12141.70996
1661779800,4209850000,12017.66992
1661866200,4681520000,11883.13965
1661952600,4952010000,11816.2002
1662039000,4792890000,11785.12988
1662125400,4257410000,11630.86035
1662471000,4622940000,11544.91016
1662557400,4445640000,11791.90039
1662643800,4329910000,11862.12988
1662730200,4401590000,12112.30957
1662989400,4146680000,12266.41016
1663075800,5188380000,11633.57031
1663162200,4861530000,11719.67969
1663248600,4805910000,11552.36035
1663335000,7451840000,11448.40039
1663594200,4168670000,11535.01953
1663680600,4028100000,11425.0498
1663767000,4471000000,11220.19043
1663853400,4916470000,11066.80957
1663939800,5134350000,10867.92969
1664199000,4697730000,10802.91992
1664285400,4445050000,10829.5
1664371800,4556100000,11051.63965
1664458200,4516630000,10737.50977
1664544600,4649710000,10575.62012
1664803800,4415440000,10815.42969
1664890200,5004780000,11176.41016
1664976600,4091860000,11148.63965
1665063000,4423320000,11073.30957
1665149400,4634190000,10652.40039
1665408600,3989640000,10542.09961
1665495000,4738840000,10426.19043
1665581400,4091030000,10417.09961
1665667800,5300080000,10649.15039
1665754200,4393000000,10321.38965
1666013400,4439190000,10675.7998
1666099800,5047360000,10772.40039
1666186200,4955090000,10680.50977
1666272600,4628010000,10614.83984
1666359000,4706440000,10859.71973
1666618200,4808710000,10952.61035
1666704600,5141760000,11199.12012
1666791000,5224440000,10970.99023
1666877400,4773520000,10792.66992
1666963800,4731940000,11102.4502
1667223000,4753740000,10988.15039
1667309400,4677520000,10890.84961
1667395800,5436420000,10524.7998
1667482200,5102190000,10342.94043
1667568600,5453750000,10475.25
1667831400,4456690000,10564.51953
1667917800,5134500000,10616.2002
1668004200,4977460000,10353.16992
1668090600,6433000000,11114.15039
1668177000,5867750000,11323.33008
1668436200,5004060000,11196.21973
1668522600,5617310000,11358.41016
1668609000,4585190000,11183.66016
1668695400,4354360000,11144.95996
1668781800,4175420000,11146.05957
1669041000,3977130000,11024.50977
1669127400,4186360000,11174.41016
1669213800,4431530000,11285.32031
1669386600,2184080000,11226.36035
1669645800,4271360000,11049.5
1669732200,4592830000,10983.78027
1669818600,6653460000,11468
1669905000,5158120000,11482.4502
1669991400,4523010000,11461.5
1670250600,4510030000,11239.94043
1670337000,4713330000,11014.88965
1670423400,4343860000,10958.5498
1670509800,4281800000,11082
1670596200,4337440000,11004.62012
1670855400,4829990000,11143.74023
1670941800,6126890000,11256.80957
1671028200,5485150000,11170.88965
1671114600,5536070000,10810.53027
1671201000,7968170000,10705.41016
1671460200,4631820000,10546.03027
1671546600,4707190000,10547.11035
1671633000,4401420000,10709.37012
1671719400,5125070000,10476.12012
1671805800,3544680000,10497.86035
1672151400,3827290000,10353.23047
1672237800,3842970000,10213.29004
1672324200,4154100000,10478.08984
1672410600,3959030000,10466.48047
1672756200,4780650000,10386.98047
1672842600,5085380000,10458.75977
1672929000,4764270000,10305.24023
1673015400,5199780000,10569.29004
1673274600,5132190000,10635.65039
1673361000,4710680000,10742.62988
1673447400,5284390000,10931.66992
1673533800,5681240000,11001.09961
1673620200,5077990000,11079.16016
1673965800,5138410000,11095.11035
1674052200,5288630000,10957.00977
1674138600,4660800000,10852.26953
1674225000,5980110000,11140.42969
1674484200,5997810000,11364.41016
1674570600,5670860000,11334.26953
1674657000,5485570000,11313.36035
1674743400,5732890000,11512.41016
1674829800,6243800000,11621.70996
1675089000,5122320000,11393.80957
1675175400,5695150000,11584.5498
1675261800,6336040000,11816.32031
1675348200,7038210000,12200.82031
1675434600,5954490000,12006.9502
1675693800,5538350000,11887.4502
1675780200,5720240000,12113.79004
1675866600,5052870000,11910.51953
1675953000,5536290000,11789.58008
1676039400,4885030000,11718.12012
1676298600,4752880000,11891.79004
1676385000,5032430000,11960.15039
1676471400,5056640000,12070.58984
1676557800,5159410000,11855.83008
1676644200,4925230000,11787.26953
1676989800,5002540000,11492.2998
1677076200,4671270000,11507.07031
1677162600,4714580000,11590.40039
1677249000,4432650000,11394.94043
1677508200,4494000000,11466.98047
1677594600,5340950000,11455.54004
1677681000,4927530000,11379.48047
1677767400,5313760000,11462.98047
1677853800,5102210000,11689.00977
1678113000,4982880000,11675.74023
1678199400,5422820000,11530.33008
1678285800,5085970000,11576
1678372200,5061790000,11338.34961
1678458600,6193500000,11138.88965
1678714200,6201490000,11188.83984
1678800600,5533120000,11428.15039
1678887000,5912430000,11434.0498
1678973400,5498920000,11717.28027
1679059800,7903090000,11630.50977
1679319000,4970630000,11675.54004
1679405400,4829870000,11860.11035
1679491800,4981590000,11669.95996
1679578200,4917460000,11787.40039
1679664600,4363650000,11823.95996
1679923800,4330320000,11768.83984
1680010200,4036910000,11716.08008
1680096600,4493540000,11926.24023
1680183000,4738880000,12013.46973
1680269400,5521150000,12221.91016
1680528600,4816440000,12189.4502
1680615000,4298760000,12126.33008
1680701400,4378590000,11996.86035
1680787800,3862800000,12087.95996
1681133400,4334070000,12084.36035
1681219800,4676960000,12031.87988
1681306200,4909770000,11929.33984
1681392600,4942990000,12166.26953
1681479000,4655740000,12123.46973
1681738200,4823180000,12157.71973
1681824600,4851810000,12153.41016
1681911000,4972700000,12157.23047
1681997400,4590530000,12059.55957
1682083800,4868050000,12072.45996
1682343000,4854050000,12037.2002
1682429400,4806020000,11799.16016
1682515800,5281970000,11854.34961
1682602200,5253710000,12142.24023
1682688600,5331380000,12226.58008
1682947800,5168430000,12212.59961
1683034200,5501410000,12080.50977
1683120600,5782160000,12025.33008
1683207000,4745780000,11966.40039
1683293400,4574790000,12235.41016
1683552600,4216360000,12256.91992
1683639000,4126780000,12179.5498
1683725400,4948260000,12306.44043
1683811800,4489490000,12328.50977
1683898200,4170000000,12284.74023
1684157400,3979290000,12365.20996
1684243800,4067510000,12343.0498
1684330200,4501820000,12500.57031
1684416600,4532890000,12688.83984
1684503000,3935780000,12657.90039
1684762200,4278920000,12720.78027
1684848600,4347440000,12560.25
1684935000,4088270000,12484.16016
1685021400,4651640000,12698.08984
1685107800,4434070000,12975.69043
1685453400,4843470000,13017.42969
1685539800,5905760000,12935.29004
1685626200,4610310000,13100.98047
1685712600,4426760000,13240.76953
1685971800,4344280000,13229.42969
1686058200,4810910000,13276.41992
1686144600,5270600000,13104.90039
1686231000,4280160000,13238.51953
1686317400,4412710000,13259.13965
1686576600,4722680000,13461.91992
1686663000,5522100000,13573.32031
1686749400,5772550000,13626.48047
1686835800,5667520000,13782.82031
1686922200,8076530000,13689.57031
1687267800,5237710000,13667.29004
1687354200,5194640000,13502.2002
1687440600,4499550000,13630.61035
1687527000,7734500000,13492.51953
1687786200,4430600000,13335.78027
1687872600,5053660000,13555.66992
1687959000,4533270000,13591.75
1688045400,4388140000,13591.33008
1688131800,4661120000,13787.91992
1688391000,2902300000,13816.76953
1688563800,5339340000,13791.65039
1688650200,6113080000,13679.04004
1688736600,5098120000,13660.71973
1688995800,5275390000,13685.48047
1689082200,4840950000,13760.7002
1689168600,5230620000,13918.95996
1689255000,5183560000,14138.57031
1689341400,5366890000,14113.7002
1689600600,4593160000,14244.9502
1689687000,4824070000,14353.63965
1689773400,5112420000,14358.01953
1689859800,5128020000,14063.30957
1689946200,5254180000,14032.80957
1690205400,4083070000,14058.87012
1690291800,3812470000,14144.55957
1690378200,4322000000,14127.28027
1690464600,5115840000,14050.11035
1690551000,4453520000,14316.66016
1690810200,4934440000,14346.01953
1690896600,4633770000,14283.91016
1690983000,5481960000,13973.4502
1691069400,6036970000,13959.71973
1691155800,5349450000,13909.24023
1691415000,4892330000,13994.40039
1691501400,5284550000,13884.32031
1691587800,5591360000,13722.01953
1691674200,5299080000,13737.99023
1691760600,4638880000,13644.84961
1692019800,4272020000,13788.33008
1692106200,4473320000,13631.0498
1692192600,6243760000,13474.62988
1692279000,5280180000,13316.92969
1692365400,4801910000,13290.78027
1692624600,4363070000,13497.58984
1692711000,4282430000,13505.87012
1692797400,4127850000,13721.03027
1692883800,4383820000,13463.96973
1692970200,3970060000,13590.65039
